0,1,2,3,4,5,6
Pré-Treino,Dark Lab,119.24,85,Centro-Oeste,2024-01-11,8
BCAA,Max Titanium,94.25,65,Sudeste,2024-02-01,7
Creatina,Dark Lab,83.98,60,Sudeste,2024-01-26,1
BCAA,Dark Lab,91.62,70,Sul,2024-02-24,2
Hiper Calórico,Growth,174.84,110,Norte,2024-02-20,1
Pré-Treino,Max Titanium,107.91,75,Centro-Oeste,2024-02-08,5
Hiper Calórico,Probiótica,157.13,113,Norte,2024-01-05,2
BCAA,Max Titanium,110.31,65,Norte,2024-01-19,2
BCAA,Growth,73.33,60,Sudeste,2024-01-30,6
Whey,Growth,118.92,90,Sul,2024-02-14,8
Pré-Treino,Dark Lab,114.38,85,Centro-Oeste,2024-02-28,8
Pré-Treino,Growth,104.01,70,Sudeste,2024-01-27,7
Pré-Treino,Integral Médica,104.91,72,Nordeste,2024-02-20,5
Hiper Calórico,Probiótica,139.58,113,Sul,2024-02-24,2
Whey,Integral Médica,131.0,92,Nordeste,2024-02-11,7
Hiper Calórico,Dark Lab,177.8,120,Norte,2024-01-14,6
BCAA,Max Titanium,76.58,65,Sul,2024-02-08,2
Creatina,Integral Médica,68.93,52,Sul,2024-01-14,5
Whey,Integral Médica,122.37,92,Sudeste,2024-02-21,3
Pré-Treino,Dark Lab,106.02,85,Sudeste,2024-02-29,3
Pré-Treino,Probiótica,103.21,73,Nordeste,2024-01-31,10
BCAA,Growth,85.22,60,Centro-Oeste,2024-02-18,1
Hiper Calórico,Integral Médica,135.71,112,Sul,2024-02-23,8
Whey,Growth,131.4,90,Centro-Oeste,2024-01-23,3
Creatina,Probiótica,77.47,53,Nordeste,2024-02-25,6
Pré-Treino,Max Titanium,107.76,75,Centro-Oeste,2024-02-06,9
Hiper Calórico,Growth,181.34,110,Norte,2024-01-06,1
BCAA,Probiótica,78.13,63,Sudeste,2024-02-29,1
BCAA,Growth,96.53,60,Norte,2024-01-31,8
BCAA,Integral Médica,96.89,62,Nordeste,2024-02-25,10
BCAA,Max Titanium,98.66,65,Centro-Oeste,2024-02-24,6
Pré-Treino,Probiótica,123.11,73,Norte,2024-02-25,9
Pré-Treino,Growth,101.43,70,Nordeste,2024-01-06,2
Hiper Calórico,Max Titanium,184.07,115,Norte,2024-02-08,9
Whey,Max Titanium,132.72,95,Nordeste,2024-01-24,9
Creatina,Integral Médica,83.21,52,Nordeste,2024-02-21,6
Creatina,Max Titanium,77.72,55,Centro-Oeste,2024-02-13,10
Creatina,Integral Médica,69.88,52,Centro-Oeste,2024-02-27,7
Whey,Growth,137.01,90,Norte,2024-01-03,10
BCAA,Growth,83.7,60,Norte,2024-01-02,2
Creatina,Probiótica,71.45,53,Centro-Oeste,2024-02-07,4
Whey,Growth,123.27,90,Centro-Oeste,2024-02-08,6
Whey,Probiótica,154.66,93,Norte,2024-02-04,5
BCAA,Max Titanium,102.2,65,Nordeste,2024-01-27,10
Pré-Treino,Probiótica,116.13,73,Norte,2024-02-01,10
Creatina,Dark Lab,73.93,60,Sul,2024-02-05,2
Whey,Growth,103.43,90,Sul,2024-01-30,1
Hiper Calórico,Max Titanium,169.18,115,Sudeste,2024-02-26,2
BCAA,Max Titanium,104.22,65,Norte,2024-02-25,6
Hiper Calórico,Probiótica,160.78,113,Sul,2024-02-03,9
Pré-Treino,Probiótica,98.94,73,Nordeste,2024-01-27,5
BCAA,Dark Lab,95.86,70,Sudeste,2024-02-12,1
Hiper Calórico,Growth,143.61,110,Sul,2024-01-25,1
Hiper Calórico,Dark Lab,166.65,120,Centro-Oeste,2024-02-20,10
BCAA,Growth,85.44,60,Nordeste,2024-02-06,3
Pré-Treino,Probiótica,95.58,73,Sudeste,2024-02-26,9
Creatina,Integral Médica,72.74,52,Norte,2024-02-04,5
BCAA,Growth,93.36,60,Norte,2024-01-07,3
Whey,Max Titanium,116.0,95,Sul,2024-01-03,5
Whey,Max Titanium,128.1,95,Nordeste,2024-02-23,2
Pré-Treino,Growth,114.51,70,Norte,2024-01-13,1
BCAA,Dark Lab,86.54,70,Sul,2024-03-01,4
BCAA,Integral Médica,84.0,62,Sul,2024-01-23,4
Creatina,Integral Médica,64.07,52,Sudeste,2024-01-11,3
Hiper Calórico,Growth,164.2,110,Sudeste,2024-01-11,1
Whey,Max Titanium,118.51,95,Sudeste,2024-01-19,4
Creatina,Probiótica,67.48,53,Sul,2024-02-14,6
Creatina,Integral Médica,69.42,52,Nordeste,2024-02-09,3
BCAA,Dark Lab,104.24,70,Nordeste,2024-01-17,2
BCAA,Dark Lab,99.66,70,Centro-Oeste,2024-01-30,3
Hiper Calórico,Max Titanium,146.57,115,Sul,2024-01-20,2
Pré-Treino,Growth,84.69,70,Sudeste,2024-02-17,7
Whey,Growth,130.79,90,Centro-Oeste,2024-01-17,5
Creatina,Growth,67.16,50,Sudeste,2024-02-22,6
Hiper Calórico,Growth,155.42,110,Norte,2024-01-27,6
Pré-Treino,Growth,86.4,70,Sudeste,2024-01-27,1
Creatina,Max Titanium,74.45,55,Sudeste,2024-01-05,1
Pré-Treino,Max Titanium,109.43,75,Sudeste,2024-01-07,6
Whey,Dark Lab,120.99,100,Sul,2024-02-29,8
Whey,Growth,107.07,90,Sul,2024-02-12,7
Pré-Treino,Dark Lab,118.87,85,Centro-Oeste,2024-02-15,7
Creatina,Growth,63.88,50,Sul,2024-02-20,7
Hiper Calórico,Probiótica,177.85,113,Norte,2024-01-29,1
Whey,Integral Médica,107.78,92,Sul,2024-02-24,3
BCAA,Integral Médica,105.72,62,Norte,2024-02-12,6
Pré-Treino,Max Titanium,129.33,75,Norte,2024-02-17,2
BCAA,Growth,86.65,60,Nordeste,2024-01-28,6
BCAA,Integral Médica,102.67,62,Norte,2024-02-26,5
Creatina,Growth,79.59,50,Norte,2024-02-06,8
Whey,Integral Médica,132.03,92,Sudeste,2024-02-02,9
Hiper Calórico,Max Titanium,149.77,115,Sul,2024-01-13,5
Creatina,Growth,62.68,50,Sudeste,2024-02-16,8
Whey,Probiótica,134.01,93,Nordeste,2024-02-21,10
Creatina,Dark Lab,84.99,60,Sudeste,2024-02-09,2
Whey,Probiótica,132.62,93,Norte,2024-02-03,9
Whey,Growth,103.94,90,Sul,2024-01-26,5
Hiper Calórico,Max Titanium,187.82,115,Norte,2024-02-03,3
Whey,Integral Médica,115.22,92,Sudeste,2024-02-15,7
Pré-Treino,Probiótica,91.87,73,Sudeste,2024-01-13,5
Creatina,Probiótica,81.35,53,Nordeste,2024-01-21,6
Pré-Treino,Growth,116.7,70,Norte,2024-02-05,8
Pré-Treino,Growth,94.24,70,Nordeste,2024-01-08,9
Whey,Max Titanium,143.64,95,Centro-Oeste,2024-01-18,8
BCAA,Dark Lab,103.73,70,Norte,2024-01-11,8
Creatina,Dark Lab,80.88,60,Sudeste,2024-01-22,8
BCAA,Max Titanium,95.91,65,Sudeste,2024-02-10,5
BCAA,Dark Lab,119.7,70,Norte,2024-02-15,3
Creatina,Probiótica,88.0,53,Norte,2024-01-07,9
Pré-Treino,Probiótica,86.63,73,Sul,2024-01-05,2
Creatina,Max Titanium,75.12,55,Centro-Oeste,2024-02-02,6
Pré-Treino,Integral Médica,96.49,72,Centro-Oeste,2024-01-30,5
Pré-Treino,Probiótica,88.11,73,Sul,2024-02-21,4
Whey,Dark Lab,149.37,100,Sudeste,2024-02-09,7
Hiper Calórico,Max Titanium,159.83,115,Sudeste,2024-02-16,2
Pré-Treino,Dark Lab,105.19,85,Sul,2024-01-10,1
Pré-Treino,Dark Lab,130.23,85,Nordeste,2024-02-17,10
Pré-Treino,Integral Médica,106.43,72,Norte,2024-01-23,4
Pré-Treino,Max Titanium,90.76,75,Sudeste,2024-01-26,10
Creatina,Probiótica,70.45,53,Centro-Oeste,2024-01-31,7
Creatina,Growth,74.78,50,Norte,2024-02-11,1
Pré-Treino,Integral Médica,116.89,72,Nordeste,2024-02-10,10
BCAA,Growth,95.71,60,Nordeste,2024-01-21,5
BCAA,Max Titanium,101.84,65,Nordeste,2024-02-05,1
BCAA,Probiótica,100.74,63,Nordeste,2024-01-14,6
Hiper Calórico,Integral Médica,131.41,112,Sul,2024-01-10,10
Whey,Growth,142.85,90,Norte,2024-01-14,4
Pré-Treino,Integral Médica,93.64,72,Sul,2024-01-21,8
Whey,Integral Médica,128.21,92,Norte,2024-02-19,8
Hiper Calórico,Max Titanium,150.15,115,Centro-Oeste,2024-01-05,10
Whey,Growth,144.74,90,Nordeste,2024-03-01,6
Whey,Probiótica,139.37,93,Sudeste,2024-02-17,2
Hiper Calórico,Dark Lab,188.17,120,Nordeste,2024-01-16,3
Pré-Treino,Max Titanium,95.84,75,Centro-Oeste,2024-01-04,3
BCAA,Growth,78.97,60,Centro-Oeste,2024-01-17,9
Hiper Calórico,Growth,163.03,110,Norte,2024-02-02,10
BCAA,Growth,96.49,60,Nordeste,2024-01-14,1
Creatina,Dark Lab,71.46,60,Sul,2024-02-22,2
Whey,Probiótica,136.75,93,Centro-Oeste,2024-02-07,8
Whey,Dark Lab,153.48,100,Norte,2024-01-16,7
Pré-Treino,Max Titanium,104.1,75,Norte,2024-01-30,5
Creatina,Growth,80.57,50,Norte,2024-02-09,8
BCAA,Probiótica,82.65,63,Sul,2024-01-03,9
Whey,Integral Médica,142.98,92,Nordeste,2024-02-13,1
Whey,Dark Lab,145.31,100,Nordeste,2024-02-21,9
Hiper Calórico,Max Titanium,172.28,115,Nordeste,2024-02-18,2
BCAA,Probiótica,86.82,63,Sudeste,2024-02-13,6
BCAA,Integral Médica,104.8,62,Norte,2024-01-05,2
Creatina,Dark Lab,93.25,60,Centro-Oeste,2024-02-21,6
Whey,Growth,115.23,90,Centro-Oeste,2024-01-22,9
Creatina,Growth,78.54,50,Centro-Oeste,2024-02-05,8
Hiper Calórico,Integral Médica,180.77,112,Nordeste,2024-01-19,2
Pré-Treino,Max Titanium,111.96,75,Centro-Oeste,2024-02-14,1
Creatina,Growth,81.36,50,Nordeste,2024-01-10,10
BCAA,Max Titanium,88.23,65,Sudeste,2024-02-11,6
Creatina,Growth,68.43,50,Nordeste,2024-02-20,2
Hiper Calórico,Integral Médica,163.48,112,Centro-Oeste,2024-03-01,7
Hiper Calórico,Dark Lab,152.78,120,Centro-Oeste,2024-01-11,4
Whey,Max Titanium,134.81,95,Nordeste,2024-01-27,6
Hiper Calórico,Dark Lab,194.88,120,Norte,2024-01-02,7
BCAA,Dark Lab,111.12,70,Norte,2024-02-27,6
Pré-Treino,Growth,99.88,70,Norte,2024-02-18,3
Hiper Calórico,Probiótica,170.88,113,Centro-Oeste,2024-01-26,10
BCAA,Probiótica,78.74,63,Sudeste,2024-02-15,2
Whey,Growth,138.3,90,Centro-Oeste,2024-02-12,10
Whey,Max Titanium,163.27,95,Norte,2024-01-29,5
Pré-Treino,Max Titanium,91.73,75,Sul,2024-03-01,2
Pré-Treino,Probiótica,89.72,73,Sul,2024-01-22,10
Hiper Calórico,Integral Médica,180.08,112,Nordeste,2024-01-19,8
Hiper Calórico,Max Titanium,185.94,115,Nordeste,2024-02-21,3
BCAA,Growth,82.26,60,Sudeste,2024-01-11,1
Pré-Treino,Dark Lab,143.47,85,Norte,2024-01-23,7
BCAA,Max Titanium,88.47,65,Sudeste,2024-02-17,7
Whey,Max Titanium,136.6,95,Nordeste,2024-01-14,4
Hiper Calórico,Integral Médica,186.34,112,Norte,2024-01-03,6
Creatina,Integral Médica,70.6,52,Nordeste,2024-01-27,8
Whey,Integral Médica,128.26,92,Norte,2024-02-06,4
Pré-Treino,Growth,105.98,70,Nordeste,2024-02-15,3
BCAA,Growth,77.15,60,Sul,2024-01-15,1
Whey,Growth,122.95,90,Nordeste,2024-02-10,3
BCAA,Growth,78.3,60,Sul,2024-01-28,7
Pré-Treino,Max Titanium,103.95,75,Centro-Oeste,2024-02-09,3
BCAA,Dark Lab,95.81,70,Nordeste,2024-01-29,10
Whey,Probiótica,129.81,93,Norte,2024-01-14,4
Pré-Treino,Integral Médica,122.52,72,Norte,2024-01-06,9
BCAA,Growth,79.45,60,Sudeste,2024-02-10,1
Whey,Max Titanium,129.43,95,Nordeste,2024-02-17,7
Pré-Treino,Dark Lab,113.97,85,Sudeste,2024-01-10,10
Pré-Treino,Probiótica,100.85,73,Centro-Oeste,2024-01-20,8
BCAA,Probiótica,75.38,63,Sul,2024-01-08,2
Hiper Calórico,Dark Lab,144.96,120,Sul,2024-01-03,7
Whey,Growth,115.84,90,Sul,2024-02-18,5
Hiper Calórico,Dark Lab,173.36,120,Nordeste,2024-01-25,2
Creatina,Dark Lab,81.36,60,Centro-Oeste,2024-01-30,5
Creatina,Max Titanium,87.5,55,Norte,2024-01-19,8
Hiper Calórico,Probiótica,141.9,113,Sudeste,2024-02-18,5
Creatina,Integral Médica,69.32,52,Nordeste,2024-02-15,8
Whey,Max Titanium,132.1,95,Sul,2024-01-27,8
Pré-Treino,Dark Lab,127.0,85,Norte,2024-02-20,7
Hiper Calórico,Integral Médica,168.7,112,Nordeste,2024-02-18,6
BCAA,Max Titanium,78.16,65,Sul,2024-01-18,3
BCAA,Max Titanium,89.47,65,Nordeste,2024-01-30,9
BCAA,Dark Lab,108.74,70,Centro-Oeste,2024-01-02,10
Creatina,Probiótica,67.41,53,Sul,2024-01-30,6
Whey,Probiótica,125.75,93,Sul,2024-01-07,9
Hiper Calórico,Max Titanium,162.33,115,Centro-Oeste,2024-02-05,4
Creatina,Growth,67.85,50,Sul,2024-02-11,2
Whey,Probiótica,113.66,93,Sudeste,2024-01-15,2
Hiper Calórico,Probiótica,168.92,113,Nordeste,2024-01-08,10
Whey,Growth,120.02,90,Centro-Oeste,2024-01-31,8
Creatina,Integral Médica,68.62,52,Sul,2024-01-09,6
BCAA,Probiótica,92.17,63,Norte,2024-02-22,5
Whey,Max Titanium,112.3,95,Sul,2024-02-14,4
Creatina,Integral Médica,75.16,52,Sudeste,2024-02-28,1
Creatina,Max Titanium,73.59,55,Sudeste,2024-01-31,3
Pré-Treino,Max Titanium,116.49,75,Centro-Oeste,2024-01-24,9
Creatina,Dark Lab,92.24,60,Centro-Oeste,2024-01-23,3
Pré-Treino,Max Titanium,110.92,75,Centro-Oeste,2024-01-05,2
Hiper Calórico,Growth,145.54,110,Nordeste,2024-01-15,4
Creatina,Max Titanium,65.97,55,Sul,2024-02-14,4
Creatina,Dark Lab,74.9,60,Sudeste,2024-02-09,9
Creatina,Max Titanium,70.75,55,Centro-Oeste,2024-02-03,5
Hiper Calórico,Probiótica,185.32,113,Norte,2024-01-28,2
Whey,Max Titanium,152.87,95,Nordeste,2024-01-06,7
Pré-Treino,Probiótica,101.61,73,Norte,2024-02-27,2
Pré-Treino,Probiótica,111.43,73,Nordeste,2024-01-21,10
Whey,Dark Lab,125.84,100,Sul,2024-02-02,10
Whey,Max Titanium,120.46,95,Sul,2024-01-07,8
Whey,Growth,120.06,90,Centro-Oeste,2024-02-01,2
Hiper Calórico,Growth,162.19,110,Sudeste,2024-01-07,6
Pré-Treino,Dark Lab,124.83,85,Centro-Oeste,2024-02-25,7
Pré-Treino,Integral Médica,102.63,72,Norte,2024-02-20,5
Whey,Max Titanium,129.32,95,Sudeste,2024-02-13,8
Hiper Calórico,Probiótica,148.68,113,Sudeste,2024-01-19,2
Pré-Treino,Growth,86.42,70,Sul,2024-02-11,6
Whey,Probiótica,144.95,93,Centro-Oeste,2024-02-17,4
Hiper Calórico,Growth,159.2,110,Centro-Oeste,2024-01-28,6
Hiper Calórico,Probiótica,165.47,113,Norte,2024-02-28,2
BCAA,Growth,96.09,60,Nordeste,2024-02-20,2
Pré-Treino,Growth,115.2,70,Nordeste,2024-01-02,10
BCAA,Integral Médica,102.26,62,Norte,2024-01-29,6
BCAA,Max Titanium,104.14,65,Nordeste,2024-03-01,5
Pré-Treino,Dark Lab,119.35,85,Sul,2024-02-13,6
Hiper Calórico,Probiótica,151.41,113,Sul,2024-02-12,4
BCAA,Growth,90.6,60,Norte,2024-01-08,6
Pré-Treino,Probiótica,101.69,73,Nordeste,2024-01-30,8
Whey,Integral Médica,128.86,92,Norte,2024-02-20,7
BCAA,Integral Médica,101.93,62,Nordeste,2024-01-01,1
Creatina,Growth,74.65,50,Sudeste,2024-02-06,5
Hiper Calórico,Probiótica,180.55,113,Nordeste,2024-01-20,6
BCAA,Integral Médica,97.07,62,Norte,2024-01-16,6
Creatina,Max Titanium,83.69,55,Nordeste,2024-01-06,9
Whey,Max Titanium,131.22,95,Sudeste,2024-01-11,7
Pré-Treino,Max Titanium,85.76,75,Sul,2024-01-30,5
Hiper Calórico,Max Titanium,144.32,115,Sul,2024-02-29,5
Whey,Probiótica,108.92,93,Sul,2024-01-28,4
Pré-Treino,Probiótica,109.0,73,Centro-Oeste,2024-02-26,1
Hiper Calórico,Max Titanium,170.13,115,Centro-Oeste,2024-01-06,10
Pré-Treino,Probiótica,106.13,73,Centro-Oeste,2024-01-01,10
Creatina,Growth,65.79,50,Centro-Oeste,2024-01-15,3
Creatina,Dark Lab,94.45,60,Centro-Oeste,2024-01-08,2
Whey,Integral Médica,111.02,92,Sul,2024-01-15,4
Whey,Dark Lab,147.23,100,Norte,2024-01-25,2
Hiper Calórico,Probiótica,153.25,113,Nordeste,2024-02-26,6
BCAA,Max Titanium,96.95,65,Nordeste,2024-02-23,4
Whey,Growth,104.94,90,Sul,2024-01-03,8
Whey,Probiótica,128.42,93,Centro-Oeste,2024-02-28,6
Creatina,Integral Médica,66.21,52,Sudeste,2024-01-10,4
Hiper Calórico,Dark Lab,170.69,120,Nordeste,2024-02-20,4
Pré-Treino,Max Titanium,97.48,75,Sul,2024-01-12,7
BCAA,Growth,97.09,60,Nordeste,2024-02-25,6
Creatina,Probiótica,73.51,53,Centro-Oeste,2024-02-12,9
Hiper Calórico,Growth,146.51,110,Nordeste,2024-01-27,8
BCAA,Integral Médica,95.12,62,Nordeste,2024-02-09,9
BCAA,Probiótica,93.32,63,Sudeste,2024-01-21,5
BCAA,Max Titanium,91.3,65,Norte,2024-01-25,2
Hiper Calórico,Integral Médica,132.08,112,Sul,2024-01-05,6
Pré-Treino,Dark Lab,99.63,85,Sul,2024-02-08,3
Pré-Treino,Growth,86.37,70,Sudeste,2024-01-28,3
Pré-Treino,Dark Lab,137.68,85,Nordeste,2024-02-09,7
Creatina,Growth,68.31,50,Centro-Oeste,2024-02-09,10
Creatina,Integral Médica,70.58,52,Nordeste,2024-01-04,6
Creatina,Probiótica,74.32,53,Sul,2024-02-21,5
Creatina,Max Titanium,81.83,55,Norte,2024-02-14,7
Whey,Growth,143.72,90,Norte,2024-01-05,2
BCAA,Integral Médica,102.04,62,Nordeste,2024-02-07,6
Whey,Dark Lab,140.89,100,Sul,2024-02-13,5
Hiper Calórico,Dark Lab,165.78,120,Nordeste,2024-02-13,3
Pré-Treino,Integral Médica,104.56,72,Nordeste,2024-02-27,7
Pré-Treino,Integral Médica,93.0,72,Centro-Oeste,2024-01-21,7
Creatina,Dark Lab,101.08,60,Norte,2024-02-08,10
Whey,Integral Médica,132.77,92,Centro-Oeste,2024-01-24,5
Whey,Probiótica,118.65,93,Sudeste,2024-02-24,4
Pré-Treino,Dark Lab,102.21,85,Sudeste,2024-01-12,4
Hiper Calórico,Dark Lab,170.48,120,Sudeste,2024-02-12,7
Pré-Treino,Dark Lab,123.1,85,Centro-Oeste,2024-02-10,5
Hiper Calórico,Max Titanium,153.92,115,Nordeste,2024-02-15,8
Creatina,Max Titanium,88.99,55,Norte,2024-02-06,1
BCAA,Growth,79.48,60,Centro-Oeste,2024-01-10,4
BCAA,Probiótica,93.35,63,Nordeste,2024-02-08,8
Creatina,Dark Lab,81.57,60,Nordeste,2024-01-23,4
Creatina,Max Titanium,75.63,55,Nordeste,2024-01-24,8
BCAA,Probiótica,99.34,63,Norte,2024-01-27,9
Hiper Calórico,Dark Lab,174.02,120,Sudeste,2024-02-19,9
BCAA,Integral Médica,99.28,62,Nordeste,2024-02-27,2
Hiper Calórico,Max Titanium,175.73,115,Centro-Oeste,2024-02-05,3
BCAA,Max Titanium,85.25,65,Sul,2024-02-21,10
Pré-Treino,Max Titanium,111.68,75,Centro-Oeste,2024-01-20,9
BCAA,Max Titanium,98.29,65,Centro-Oeste,2024-01-02,7
Pré-Treino,Growth,101.9,70,Nordeste,2024-01-05,8
Hiper Calórico,Max Titanium,182.74,115,Nordeste,2024-02-10,1
BCAA,Probiótica,91.5,63,Sudeste,2024-01-21,9
Hiper Calórico,Integral Médica,141.79,112,Sul,2024-01-23,2
Hiper Calórico,Probiótica,153.25,113,Nordeste,2024-01-21,7
Creatina,Integral Médica,68.62,52,Sudeste,2024-02-26,8
Creatina,Probiótica,76.02,53,Sudeste,2024-02-15,10
Creatina,Integral Médica,61.09,52,Sul,2024-02-19,3
Hiper Calórico,Max Titanium,155.33,115,Sudeste,2024-03-01,3
Creatina,Integral Médica,80.27,52,Nordeste,2024-01-08,4
BCAA,Growth,92.88,60,Nordeste,2024-01-02,7
BCAA,Dark Lab,107.36,70,Nordeste,2024-02-25,2
Creatina,Probiótica,88.77,53,Norte,2024-02-14,5
Whey,Growth,119.11,90,Sudeste,2024-02-20,8
BCAA,Probiótica,94.07,63,Nordeste,2024-02-11,7
Whey,Dark Lab,143.03,100,Norte,2024-03-01,4
Pré-Treino,Max Titanium,118.08,75,Nordeste,2024-01-26,2
Pré-Treino,Probiótica,119.66,73,Nordeste,2024-01-04,1
Whey,Max Titanium,153.04,95,Norte,2024-02-28,10
Hiper Calórico,Dark Lab,158.35,120,Centro-Oeste,2024-01-29,9
Creatina,Max Titanium,69.6,55,Sudeste,2024-02-24,1
Hiper Calórico,Growth,156.07,110,Sudeste,2024-01-01,9
BCAA,Probiótica,83.94,63,Sul,2024-01-27,10
Pré-Treino,Probiótica,104.03,73,Centro-Oeste,2024-01-11,8
Creatina,Growth,80.73,50,Norte,2024-02-16,1
Hiper Calórico,Probiótica,138.21,113,Sul,2024-02-15,1
BCAA,Dark Lab,81.38,70,Sul,2024-01-08,9
BCAA,Integral Médica,80.55,62,Sudeste,2024-02-03,6
Hiper Calórico,Max Titanium,139.35,115,Sudeste,2024-01-03,2
BCAA,Max Titanium,81.0,65,Sul,2024-02-22,10
BCAA,Dark Lab,97.5,70,Sul,2024-02-04,10
Pré-Treino,Integral Médica,113.27,72,Norte,2024-01-16,3
Creatina,Growth,71.21,50,Nordeste,2024-01-16,2
Whey,Dark Lab,155.56,100,Nordeste,2024-01-08,6
Hiper Calórico,Growth,186.6,110,Norte,2024-02-24,5
Pré-Treino,Integral Médica,114.63,72,Norte,2024-01-25,1
Whey,Probiótica,126.51,93,Sudeste,2024-01-01,7
Hiper Calórico,Dark Lab,161.52,120,Sul,2024-01-11,9
BCAA,Dark Lab,104.04,70,Centro-Oeste,2024-01-08,5
Creatina,Max Titanium,76.48,55,Centro-Oeste,2024-02-15,8
Whey,Growth,134.88,90,Centro-Oeste,2024-01-25,8
Creatina,Dark Lab,92.07,60,Centro-Oeste,2024-01-11,5
Hiper Calórico,Dark Lab,165.62,120,Sul,2024-02-02,9
Pré-Treino,Growth,104.87,70,Norte,2024-03-01,2
Creatina,Dark Lab,84.27,60,Centro-Oeste,2024-01-01,5
Hiper Calórico,Growth,171.57,110,Norte,2024-01-15,10
Whey,Max Titanium,121.22,95,Centro-Oeste,2024-01-04,9
Pré-Treino,Max Titanium,105.1,75,Sudeste,2024-02-03,7
Whey,Max Titanium,128.21,95,Nordeste,2024-02-18,7
Creatina,Probiótica,72.11,53,Nordeste,2024-02-05,1
Pré-Treino,Integral Médica,87.7,72,Sul,2024-02-23,3
Hiper Calórico,Max Titanium,171.93,115,Centro-Oeste,2024-01-23,3
Creatina,Max Titanium,69.25,55,Sudeste,2024-01-31,1
Hiper Calórico,Integral Médica,160.86,112,Sudeste,2024-02-01,4
Creatina,Dark Lab,97.93,60,Nordeste,2024-01-18,7
BCAA,Growth,102.06,60,Norte,2024-01-10,9
Creatina,Dark Lab,68.46,60,Sul,2024-02-12,2
BCAA,Dark Lab,83.12,70,Sul,2024-02-11,3
Hiper Calórico,Dark Lab,154.52,120,Centro-Oeste,2024-01-20,7
Creatina,Integral Médica,69.86,52,Sul,2024-01-04,8
Pré-Treino,Integral Médica,99.26,72,Sul,2024-01-24,2
BCAA,Growth,89.7,60,Nordeste,2024-02-07,2
Whey,Dark Lab,149.06,100,Sudeste,2024-01-15,3
Pré-Treino,Probiótica,113.03,73,Centro-Oeste,2024-01-02,7
BCAA,Probiótica,80.14,63,Centro-Oeste,2024-01-17,10
Hiper Calórico,Probiótica,170.26,113,Centro-Oeste,2024-02-05,8
Creatina,Max Titanium,75.15,55,Sul,2024-01-14,3
Pré-Treino,Integral Médica,87.99,72,Sul,2024-01-04,4
Hiper Calórico,Probiótica,144.87,113,Sudeste,2024-01-12,7
Pré-Treino,Probiótica,96.16,73,Sudeste,2024-01-29,7
Hiper Calórico,Growth,166.8,110,Nordeste,2024-02-01,4
Hiper Calórico,Probiótica,131.77,113,Sul,2024-02-21,8
Hiper Calórico,Probiótica,138.28,113,Sudeste,2024-01-18,7
Whey,Max Titanium,133.9,95,Centro-Oeste,2024-01-22,4
Pré-Treino,Probiótica,108.87,73,Sudeste,2024-01-17,1
Creatina,Integral Médica,84.23,52,Norte,2024-02-02,9
Whey,Max Titanium,126.7,95,Sudeste,2024-01-29,2
Whey,Dark Lab,126.36,100,Sudeste,2024-01-31,3
Whey,Integral Médica,156.58,92,Norte,2024-01-15,4
Creatina,Dark Lab,83.73,60,Centro-Oeste,2024-02-03,10
Hiper Calórico,Probiótica,194.05,113,Norte,2024-01-22,6
Hiper Calórico,Growth,151.44,110,Nordeste,2024-01-01,8
Whey,Dark Lab,120.07,100,Sudeste,2024-01-29,7
Pré-Treino,Max Titanium,105.98,75,Norte,2024-02-03,5
Whey,Growth,128.16,90,Norte,2024-02-09,8
Whey,Growth,114.37,90,Sudeste,2024-02-10,2
Creatina,Growth,69.51,50,Sudeste,2024-01-29,6
BCAA,Max Titanium,97.43,65,Norte,2024-01-09,9
Whey,Probiótica,131.42,93,Sudeste,2024-01-31,5
Hiper Calórico,Probiótica,156.1,113,Sul,2024-01-14,8
Hiper Calórico,Probiótica,155.45,113,Nordeste,2024-02-08,7
Hiper Calórico,Max Titanium,162.1,115,Sudeste,2024-01-19,6
Whey,Growth,144.3,90,Norte,2024-02-21,4
Whey,Max Titanium,129.64,95,Centro-Oeste,2024-01-09,8
Creatina,Max Titanium,79.06,55,Norte,2024-02-07,7
Whey,Max Titanium,150.22,95,Norte,2024-01-14,10
Pré-Treino,Growth,105.46,70,Nordeste,2024-01-25,3
BCAA,Growth,79.58,60,Centro-Oeste,2024-01-08,4
Pré-Treino,Max Titanium,91.35,75,Sudeste,2024-01-19,3
Hiper Calórico,Integral Médica,167.12,112,Centro-Oeste,2024-02-04,10
Pré-Treino,Probiótica,104.93,73,Nordeste,2024-02-29,3
Pré-Treino,Growth,89.01,70,Centro-Oeste,2024-01-04,3
BCAA,Growth,69.21,60,Sul,2024-02-11,2
BCAA,Probiótica,85.55,63,Sul,2024-01-23,3
Pré-Treino,Probiótica,123.55,73,Norte,2024-02-14,8
BCAA,Integral Médica,78.39,62,Sul,2024-01-29,6
Hiper Calórico,Growth,153.51,110,Nordeste,2024-01-24,3
Whey,Dark Lab,140.8,100,Nordeste,2024-02-16,5
Hiper Calórico,Integral Médica,154.75,112,Centro-Oeste,2024-01-28,3
Whey,Probiótica,150.79,93,Nordeste,2024-01-07,9
Creatina,Integral Médica,79.71,52,Norte,2024-02-21,1
Whey,Max Titanium,108.58,95,Sul,2024-01-03,1
BCAA,Integral Médica,77.81,62,Sul,2024-02-22,5
Pré-Treino,Dark Lab,121.81,85,Norte,2024-01-31,5
